HomeTeam,AwayTeam,Result Predicted,Away win %,Draw %,Home win %
Burnley,Liverpool,D,19.342084832013324,60.272947082384476,20.38496808560221
Fulham,Leicester,D,23.709113611819518,59.125879151013095,17.165007237167394
Wolves,Chelsea,D,19.96312540691976,65.56874766898821,14.468126924092031
Everton,Newcastle,D,12.645340491018628,56.52768167269038,30.826977836291004
Man Utd,Arsenal,D,13.724126781694885,60.4369796261962,25.838893592108924
Spurs,Southampton,D,21.440002721760912,56.56237084429917,21.997626433939928
Bournemouth,Liverpool,D,19.423809010358013,60.212433631341746,20.363757358300244
Arsenal,Huddersfield,D,18.673543703492683,58.98320122814449,22.343255068362826
Burnley,Brighton,D,23.271438822132836,54.766673738486695,21.961887439380458
Cardiff,Southampton,D,22.309358270731803,57.61173278698133,20.07890894228687
Man Utd,Fulham,D,15.073127816964702,62.11374646673842,22.813125716296884
West Ham,Crystal Palace,A,99.65721439020157,0.34270160856747833,8.400123092536117e-05
Chelsea,Man City,D,18.335414224472675,57.511707224629426,24.152878550897896
Leicester,Spurs,D,16.27650902414137,55.969897490793805,27.753593485064815
Newcastle,Wolves,D,19.59282789509641,57.95577771999826,22.451394384905342
Everton,Watford,D,19.68118472348899,59.68891298181561,20.62990229469539
Man City,Everton,H,9.045391325074994e-05,0.14585215331218193,99.85405739277458
Crystal Palace,Leicester,D,22.66425339554194,64.25919950851214,13.076547095945903
Huddersfield,Newcastle,D,10.97301652140357,61.607663946250504,27.41931953234593
Spurs,Burnley,D,19.619029057450696,54.70539228477258,25.67557865777672
Watford,Cardiff,D,20.117408026079485,59.66687467685482,20.215717297065694
Wolves,Bournemouth,D,18.35294046386018,64.25309944270063,17.39396009343919
Fulham,West Ham,D,14.284394199751322,66.72564932479537,18.989956475453322
Brighton,Chelsea,D,11.578947033489296,67.44228005504908,20.97877291146162
Southampton,Arsenal,D,15.584842122763842,60.98367326455586,23.431484612680293
Liverpool,Man Utd,D,32.49510969588145,54.85440140826889,12.650488895849652
Wolves,Liverpool,D,22.39132326954624,60.057019604001525,17.551657126452223
Arsenal,Burnley,D,18.510472315090304,55.7915042303179,25.698023454591794
Bournemouth,Brighton,D,23.364977880788416,54.7004805383147,21.934541580896898
Chelsea,Leicester,D,25.06199897927755,57.598292891817415,17.33970812890503
Huddersfield,Southampton,D,18.98190205334553,60.59683546502098,20.42126248163348
Man City,Crystal Palace,A,99.77028673866467,0.22963408285260464,7.91784827355607e-05
Newcastle,Fulham,D,15.453645812198506,64.78119100037902,19.765163187422477
West Ham,Watford,D,17.993689691126193,65.56527491472328,16.441035394150543
Cardiff,Man Utd,D,28.815066919086576,57.653971712642104,13.530961368271319
Everton,Spurs,D,14.845442841744397,58.42449944532443,26.730057712931178
Fulham,Wolves,D,22.102384532975634,53.858831902392645,24.038783564631718
Burnley,Everton,H,7.869295855847023e-05,0.1781652012179065,99.82175610582354
Crystal Palace,Cardiff,D,18.995678961424797,64.82485111238489,16.17946992619032
Leicester,Man City,D,21.540393683268675,52.09615786509103,26.363448451640288
Liverpool,Newcastle,D,15.232478440880312,58.36826690733826,26.39925465178143
Man Utd,Huddersfield,D,15.003092320601866,61.97767424577396,23.019233433624176
Spurs,Bournemouth,D,16.50207534098708,61.70100716715744,21.79691749185548
Brighton,Arsenal,D,11.553818139015323,59.76160865262674,28.684573208357943
Watford,Chelsea,D,16.28035181777528,66.85073968867634,16.868908493548375
Southampton,West Ham,D,13.742605556466108,68.06774910817526,18.18964533535864
Brighton,Everton,H,4.23365793011995e-05,0.14630611222519352,99.85365155119551
Fulham,Huddersfield,D,17.567102889515105,60.814403927481834,21.61849318300307
Leicester,Cardiff,D,24.498470783305322,52.25311885031344,23.248410366381243
Spurs,Wolves,D,24.668481423172516,50.74082902527006,24.590689551557425
Watford,Newcastle,D,11.266315632975065,61.19162556641016,27.542058800614782
Liverpool,Arsenal,D,21.838047512145078,56.18054688828986,21.981405599565047
Crystal Palace,Chelsea,D,15.144916919201496,71.55414019241579,13.300942888382728
Burnley,West Ham,D,15.468110152450198,66.34916284338031,18.18272700416948
Southampton,Man City,D,16.718825420869106,60.336624821041774,22.94454975808912
Man Utd,Bournemouth,D,12.372456537488514,65.39739736512786,22.23014609738361
Everton,Leicester,D,26.976691688098448,54.711385365016326,18.311922946885225
Arsenal,Fulham,D,18.757597101570987,59.102880860675064,22.13952203775395
Cardiff,Spurs,D,15.284754908782316,61.115592574598544,23.599652516619134
Bournemouth,Watford,D,18.553217470605066,63.2025768393156,18.244205690079333
Chelsea,Southampton,D,20.201722616826633,58.186929361059306,21.611348022114075
Huddersfield,Burnley,D,17.4022880323078,58.71734725012529,23.880364717566902
West Ham,Brighton,D,22.849457824300334,57.218935859152,19.93160631654768
Wolves,Crystal Palace,A,99.72253977389727,0.27739258948589196,6.763661682640912e-05
Newcastle,Man Utd,D,21.95461739482199,64.53552559741202,13.50985700776598
Man City,Liverpool,D,24.17508130822605,53.651956356443144,22.172962335330798
West Ham,Arsenal,D,17.123150434203556,61.7435329845321,21.133316581264346
Brighton,Liverpool,D,12.960088155080049,61.64342981507341,25.396482029846524
Burnley,Fulham,D,19.06781717431362,60.46504046098252,20.46714236470385
Cardiff,Huddersfield,D,20.61936345473337,58.97935215835768,20.40128438690894
Crystal Palace,Watford,D,16.311173290191444,69.15642023581778,14.532406473990797
Leicester,Southampton,D,23.725802152235747,52.691973483690056,23.58222436407419
Chelsea,Newcastle,D,11.695365207721778,59.24467416162065,29.05996063065757
Everton,Bournemouth,D,16.79678027444257,60.50748683062125,22.695732894936178
Spurs,Man Utd,D,27.938050304886836,57.10637622223559,14.955573472877559
Man City,Wolves,D,29.150001733401766,46.45388814887475,24.39611011772348
Wolves,Leicester,D,29.009395882763656,57.178539815499796,13.812064301736553
Bournemouth,West Ham,D,15.536600883827353,66.29592567833436,18.167473437838293
Liverpool,Crystal Palace,A,99.75519013038891,0.24474129393882116,6.85756722672777e-05
Man Utd,Brighton,D,18.556553669951366,56.75072652385747,24.69271980619116
Newcastle,Cardiff,D,17.33190414419001,63.15143152374585,19.516664332064128
Southampton,Everton,H,6.988480928961015e-05,0.18270225603481466,99.81722785915589
Watford,Burnley,D,17.83612898346582,58.21863871837819,23.945232298155997
Arsenal,Chelsea,D,17.055631374481003,64.66947876914503,18.274889856373967
Huddersfield,Man City,D,17.237805550733587,59.92674545889709,22.83544899036931
Fulham,Spurs,D,12.887245070527015,62.364177749339774,24.748577180133204
Arsenal,Cardiff,D,20.92972441896011,57.321019253578655,21.74925632746123
Fulham,Brighton,D,21.597493841906353,55.35148522644313,23.051020931650516
Huddersfield,Everton,H,7.239867161805766e-05,0.1823287644321365,99.81759883689625
Wolves,West Ham,D,17.96526370468905,66.3279630960924,15.706773199218551
Man Utd,Burnley,D,14.876311985015784,58.64064579396575,26.483042221018465
Newcastle,Man City,D,15.188642634155997,62.75303028059659,22.058327085247424
Bournemouth,Chelsea,D,17.34481849908518,65.84243430080951,16.812747200105303
Southampton,Crystal Palace,A,99.6281120121362,0.3717856886681302,0.00010229919569590057
Liverpool,Leicester,D,31.045913478990204,53.972066354107916,14.982020166901878
Spurs,Watford,D,19.332960740746675,60.85712267975367,19.809916579499653
Spurs,Newcastle,D,12.464317525503303,57.832206768691755,29.703475705804944
Brighton,Watford,D,12.399424067590644,64.81031332546972,22.79026260693963
Burnley,Southampton,D,20.57715829732175,59.055184843016896,20.367656859661345
Chelsea,Huddersfield,D,18.634506017339007,59.45054007232486,21.914953910336116
Crystal Palace,Fulham,D,16.967592581590463,66.61744732174847,16.414960096661062
Everton,Wolves,D,24.9908073568821,49.52503785737341,25.484154785744483
Cardiff,Bournemouth,D,17.186224437599115,62.90066800384736,19.91310755855352
Leicester,Man Utd,D,30.870854923986972,53.11998642067876,16.009158655334268
Man City,Arsenal,D,21.855759101215277,52.747444908970806,25.39679598981392
West Ham,Liverpool,D,18.90372052866956,62.68118227248305,18.415097198847395
Everton,Man City,D,19.761414123066828,54.698910079749574,25.53967579718361
Fulham,Man Utd,D,24.965111193412916,60.453948039686026,14.580940766901065
Crystal Palace,West Ham,D,13.567980478294103,72.05726805279656,14.374751468909327
Huddersfield,Arsenal,D,16.075358970490267,60.59479462989691,23.32984639961283
Liverpool,Bournemouth,D,19.80802379222435,61.164552455174224,19.02742375260143
Southampton,Cardiff,D,19.059243065014197,60.659954623949034,20.280802311036773
Watford,Everton,H,7.400406837492927e-05,0.18029411658971767,99.81963187934191
Brighton,Burnley,D,12.535229689472722,58.038273402484954,29.42649690804232
Spurs,Leicester,D,26.535040548371413,55.85722971749526,17.607729734133333
Man City,Chelsea,D,21.902383264330986,59.524167681102846,18.573449054566176
Wolves,Newcastle,D,14.175592007860882,61.58532025927058,24.23908773286854
Cardiff,Watford,D,20.079719597805962,61.87166181231694,18.0486185898771
West Ham,Fulham,D,18.634559988192844,62.87720943348951,18.488230578317648
Burnley,Spurs,D,14.002224070206465,62.221338000361534,23.776437929432
Bournemouth,Wolves,D,23.908549933900716,53.21951152034734,22.87193854575194
Newcastle,Huddersfield,D,15.387250709363853,64.66200310534815,19.950746185287997
Leicester,Crystal Palace,A,99.7504477871074,0.24946086890295377,9.134398965649783e-05
Arsenal,Southampton,D,20.24256926507712,57.725319713302724,22.03211102162015
Man Utd,Liverpool,D,15.300971053305187,61.961098886213726,22.737930060481087
Cardiff,Everton,H,8.654590740048195e-05,0.17631317655858658,99.82360027753401
Huddersfield,Wolves,D,22.05442841135261,54.89318090678667,23.05239068186073
Leicester,Brighton,D,26.533591610732145,48.32146527029584,25.14494311897203
Newcastle,Burnley,D,15.350788143347248,61.55562928836271,23.093582568290028
Arsenal,Bournemouth,D,15.521272053382551,62.73052801328111,21.748199933336355
Southampton,Fulham,D,17.03497681392689,62.37621698675674,20.58880619931638
Crystal Palace,Man Utd,D,23.704787752066128,65.26176801901285,11.033444228921024
Chelsea,Spurs,D,13.708153337501011,61.13440326622087,25.157443396278108
Liverpool,Watford,D,23.015711756473113,59.83322634889237,17.151061894634516
Man City,West Ham,D,19.69323357403314,60.16081336285502,20.145953063111836
Spurs,Arsenal,D,18.184662908312415,56.64641701659233,25.168920075095247
Bournemouth,Man City,D,18.79160666829863,58.424860585452606,22.78353274624876
Brighton,Huddersfield,D,12.697829383992593,61.61163045148918,25.69054016451824
Burnley,Crystal Palace,A,99.67777626882094,0.3221328329814598,9.089819761872042e-05
Man Utd,Southampton,D,16.32602507001329,60.88833076956911,22.785644160417604
Wolves,Cardiff,D,24.53824902493673,58.21444455821152,17.247306416851742
West Ham,Newcastle,D,11.770441866991058,63.21711044818458,25.01244768482437
Watford,Leicester,D,24.12624947017492,59.450877223152354,16.42287330667273
Fulham,Chelsea,D,15.980434764921956,66.40868222791289,17.61088300716515
Everton,Liverpool,D,20.502943950309888,56.584161956490675,22.912894093199437
Crystal Palace,Brighton,D,20.989201772051267,61.158023671203054,17.852774556745683
Cardiff,West Ham,D,16.867618824751172,65.10332875330533,18.029052421943497
Huddersfield,Bournemouth,D,14.47304289464513,65.48185665449834,20.04510045085653
Leicester,Fulham,D,22.066527526913422,54.148731896127124,23.78474057695946
Newcastle,Everton,H,6.602950508927557e-05,0.19762398694077912,99.80230998355414
Southampton,Spurs,D,12.4329404647625,63.79553639051233,23.771523144725176
Man City,Watford,D,23.260652364279107,56.728758414485256,20.010589221235637
Liverpool,Burnley,D,23.50418194545424,54.125601065553916,22.37021698899184
Chelsea,Wolves,D,23.336899646430673,52.40739449823919,24.255705855330138
Arsenal,Man Utd,D,26.473737709034545,58.49270598684326,15.033556304122206
Bournemouth,Newcastle,D,12.03640979115404,60.4366982077251,27.526892001120856
Burnley,Leicester,D,25.4444631449314,58.2670183831098,16.288518471958803
West Ham,Huddersfield,D,18.558609696136937,62.775431273321246,18.665959030541813
Fulham,Liverpool,D,17.903654140506717,60.75662116339019,21.339724696103083
Everton,Chelsea,D,18.474586809973378,62.43638294449229,19.08903024553433
Fulham,Man City,D,17.29510897766233,58.865010593309876,23.839880429027797
Brighton,Southampton,D,13.848503282361188,60.66457628731084,25.48692043032797
Burnley,Wolves,D,23.81350142816599,53.28540437329974,22.901094198534274
Crystal Palace,Huddersfield,D,16.901679998711792,66.52238091194239,16.575939089345816
Leicester,Bournemouth,D,18.425880418625816,57.996625794836106,23.577493786538085
Man Utd,Watford,D,14.611586854859231,65.02214173891797,20.366271406222804
West Ham,Everton,H,8.511358691299886e-05,0.2050485253867279,99.79486636102637
Cardiff,Chelsea,D,18.79815212459785,64.546079148497,16.655768726905144
Liverpool,Spurs,D,17.6880769585997,59.670275311772144,22.641647729628144
Arsenal,Newcastle,D,11.705033152932048,58.7045620973997,29.59040474966826
Watford,Fulham,D,18.00622884719227,61.44196322668947,20.551807926118265
Wolves,Man Utd,D,30.321253107744383,58.032381262676466,11.646365629579137
Chelsea,Brighton,D,22.821458523464038,53.90150940809272,23.277032068443226
Spurs,Crystal Palace,A,99.70371049240403,0.2961952614569625,9.424613900536689e-05
Man City,Cardiff,D,26.41711313520419,51.85685184372616,21.726035021069652
Southampton,Liverpool,D,17.286192981493432,62.200319717755356,20.51348730075121
Bournemouth,Burnley,D,18.96280684024734,57.22130412562878,23.815889034123884
Huddersfield,Leicester,D,23.568178032784708,60.03342139150577,16.398400575709516
Newcastle,Crystal Palace,A,99.57448997865241,0.425401823594847,0.00010819775276230134
Everton,Arsenal,D,18.460151930283235,55.402817028348686,26.13703104136808
Chelsea,West Ham,D,15.208313493200883,65.47019712230463,19.3214893844945
Leicester,Newcastle,D,13.860928186616887,54.139515545267614,31.999556268115487
Spurs,Huddersfield,D,19.801655968364923,57.86356187728023,22.33478215435486
Brighton,Bournemouth,D,10.440864598848727,64.82159498266006,24.737540418491218
Burnley,Cardiff,D,21.270691419234666,58.62784392581744,20.101464654947897
Fulham,Everton,H,6.958637622112844e-05,0.17157105452876797,99.828359359095
Southampton,Wolves,D,21.428663802981756,55.36741108473121,23.203925112287042
Man Utd,West Ham,D,12.148260131129701,67.7163044401109,20.135435428759408
Crystal Palace,Man City,D,16.755738898449493,64.83792507689526,18.40633602465525
Liverpool,Chelsea,D,21.59128578471613,62.54852703182401,15.860187183459857
Watford,Arsenal,D,16.484447667284325,60.11050911706113,23.40504321565455
Brighton,Cardiff,D,14.359096874887042,60.41004191481822,25.23086121029474
Man City,Spurs,D,17.722632115676884,56.08787950870755,26.18948837561557
Bournemouth,Fulham,D,19.148657721174466,60.40520229279617,20.446139986029376
Huddersfield,Watford,D,16.99666074242967,64.7417001204875,18.26163913708282
West Ham,Leicester,D,24.82375778577202,60.48779817841695,14.68844403581103
Wolves,Brighton,D,26.827455121737557,54.34223283413873,18.83031204412372
Newcastle,Southampton,D,16.741072430096057,63.51415365150944,19.744773918394507
Everton,Man Utd,D,28.433858976617586,55.995573696651924,15.570567326730494
Arsenal,Crystal Palace,A,99.67981017493811,0.3200898713470052,9.995371487560572e-05
Cardiff,Liverpool,D,20.998449125067882,58.87861544467725,20.12293543025487
Chelsea,Burnley,D,18.488277389330552,56.283790980809535,25.227931629859917
Watford,Southampton,D,19.452395613714764,60.07374103603588,20.473863350249356
Spurs,Brighton,D,24.14546680308328,52.23467167977843,23.619861517138297
Wolves,Arsenal,D,20.367120072494313,59.40616985466514,20.226710072840554
Man Utd,Man City,D,14.749213013877455,59.903328643287125,25.347458342835427
Liverpool,Huddersfield,D,23.620750092898938,57.00360255569099,19.375647351410066
Spurs,West Ham,D,16.229839631515226,63.994485831896284,19.77567453658848
Crystal Palace,Everton,H,8.725360564809458e-05,0.24458779560429655,99.75532495079005
Fulham,Cardiff,D,19.722343750432273,59.198899116346794,21.07875713322094
Southampton,Bournemouth,D,14.022171420266915,65.858667901668,20.119160678065075
Watford,Wolves,D,22.571246452938563,54.34749132800722,23.08126221905422
Brighton,Newcastle,D,7.704798216607715,59.35975385446911,32.935447928923175
Leicester,Arsenal,D,20.148457157827405,52.83598130835215,27.01556153382044
Burnley,Man City,D,18.711909249278175,58.48159859630723,22.806492154414602
Man Utd,Chelsea,D,13.637243723170902,67.62558857955933,18.737167697269754
Everton,Burnley,D,19.899566024526735,53.459589270513334,26.64084470495993
Bournemouth,Spurs,D,14.065331171582843,62.176306971357455,23.75836185705971
West Ham,Southampton,D,20.125891946461238,61.4608439193985,18.413264134140263
Wolves,Fulham,D,22.086041929339256,60.28178915494971,17.632168915711038
Cardiff,Crystal Palace,A,99.70996509983495,0.2899522216140762,8.267855097463711e-05
Newcastle,Liverpool,D,15.685791059341609,64.6160155571584,19.698193383499994
Chelsea,Watford,D,18.164883637090504,62.42807350601879,19.407042856890715
Huddersfield,Man Utd,D,24.784904060774974,61.30320735444579,13.911888584779227
Arsenal,Brighton,D,22.851212263322214,53.43557068745247,23.71321704922531
Man City,Leicester,D,31.367552253791143,51.157417083727516,17.47503066248133
Brighton,Man City,D,12.442962205801082,59.358731399440046,28.19830639475887
